asset	cls	type	param	source	ticker	field
GC Comdty	Commodity	Hedge	hedgeX2020-07	BBG	GCQ20 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2020-08	BBG	GCV20 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2020-09	BBG	GCV20 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2020-10	BBG	GCZ20 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2020-11	BBG	GCZ20 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2020-12	BBG	GCG21 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2021-01	BBG	GCG21 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2021-02	BBG	GCJ21 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2021-03	BBG	GCJ21 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2021-04	BBG	GCM21 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2021-05	BBG	GCM21 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2021-06	BBG	GCQ21 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2021-07	BBG	GCQ21 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2021-08	BBG	GCV21 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2021-09	BBG	GCV21 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2021-10	BBG	GCZ21 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2021-11	BBG	GCZ21 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2021-12	BBG	GCG22 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2022-01	BBG	GCG22 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2022-02	BBG	GCJ22 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2022-03	BBG	GCJ22 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2022-04	BBG	GCM22 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2022-05	BBG	GCM22 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2022-06	BBG	GCQ22 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2022-07	BBG	GCQ22 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2022-08	BBG	GCV22 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2022-09	BBG	GCV22 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2022-10	BBG	GCZ22 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2022-11	BBG	GCZ22 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2022-12	BBG	GCG23 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2023-01	BBG	GCG23 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2023-02	BBG	GCJ23 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2023-03	BBG	GCJ23 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2023-04	BBG	GCM23 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2023-05	BBG	GCM23 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2023-06	BBG	GCQ23 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2023-07	BBG	GCQ23 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2023-08	BBG	GCV23 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2023-09	BBG	GCV23 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2023-10	BBG	GCZ23 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2023-11	BBG	GCZ23 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2023-12	BBG	GCG24 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2024-01	BBG	GCG24 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2024-02	BBG	GCJ24 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2024-03	BBG	GCJ24 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2024-04	BBG	GCM24 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2024-05	BBG	GCM24 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2024-06	BBG	GCQ24 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2024-07	BBG	GCQ24 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2024-08	BBG	GCV24 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2024-09	BBG	GCV24 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2024-10	BBG	GCZ24 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2024-11	BBG	GCZ24 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2024-12	BBG	GCG5 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2025-01	BBG	GCG5 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2025-02	BBG	GCJ5 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2025-03	BBG	GCJ5 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2025-04	BBG	GCM5 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2025-05	BBG	GCM5 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2025-06	BBG	GCQ5 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2025-07	BBG	GCQ5 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2025-08	BBG	GCV5 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2025-09	BBG	GCV5 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2025-10	BBG	GCZ5 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2025-11	BBG	GCZ5 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2025-12	BBG	GCG6 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2026-01	BBG	GCG6 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2026-02	BBG	GCJ6 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2026-03	BBG	GCJ6 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2026-04	BBG	GCM6 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2026-05	BBG	GCM6 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2026-06	BBG	GCQ6 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2026-07	BBG	GCQ6 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2026-08	BBG	GCV6 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2026-09	BBG	GCV6 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2026-10	BBG	GCZ6 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2026-11	BBG	GCZ6 Comdty	PX_LAST
GC Comdty	Commodity	Hedge	hedgeX2026-12	BBG	GCG7 Comdty	PX_LAST
KC Comdty	Commodity	Market	-	BBG	KC1 Comdty	PX_LAST
KC Comdty	Commodity	Vol	Near	BBG	KC1 Comdty	1ST_MTH_IMPVOL_100.0%MNY_DF
KC Comdty	Commodity	Vol	Far	BBG	KC1 Comdty	2ND_MTH_IMPVOL_100.0%MNY_DF
KC Comdty	Commodity	Hedge	hedgeX2001-01	BBG	KCH01 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2001-02	BBG	KCH01 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2001-03	BBG	KCK01 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2001-04	BBG	KCK01 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2001-05	BBG	KCN01 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2001-06	BBG	KCN01 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2001-07	BBG	KCU01 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2001-08	BBG	KCU01 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2001-09	BBG	KCZ01 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2001-10	BBG	KCZ01 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2001-11	BBG	KCZ01 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2001-12	BBG	KCH02 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2002-01	BBG	KCH02 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2002-02	BBG	KCH02 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2002-03	BBG	KCK02 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2002-04	BBG	KCK02 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2002-05	BBG	KCN02 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2002-06	BBG	KCN02 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2002-07	BBG	KCU02 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2002-08	BBG	KCU02 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2002-09	BBG	KCZ02 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2002-10	BBG	KCZ02 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2002-11	BBG	KCZ02 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2002-12	BBG	KCH03 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2003-01	BBG	KCH03 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2003-02	BBG	KCH03 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2003-03	BBG	KCK03 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2003-04	BBG	KCK03 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2003-05	BBG	KCN03 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2003-06	BBG	KCN03 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2003-07	BBG	KCU03 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2003-08	BBG	KCU03 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2003-09	BBG	KCZ03 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2003-10	BBG	KCZ03 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2003-11	BBG	KCZ03 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2003-12	BBG	KCH04 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2004-01	BBG	KCH04 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2004-02	BBG	KCH04 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2004-03	BBG	KCK04 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2004-04	BBG	KCK04 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2004-05	BBG	KCN04 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2004-06	BBG	KCN04 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2004-07	BBG	KCU04 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2004-08	BBG	KCU04 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2004-09	BBG	KCZ04 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2004-10	BBG	KCZ04 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2004-11	BBG	KCZ04 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2004-12	BBG	KCH05 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2005-01	BBG	KCH05 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2005-02	BBG	KCH05 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2005-03	BBG	KCK05 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2005-04	BBG	KCK05 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2005-05	BBG	KCN05 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2005-06	BBG	KCN05 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2005-07	BBG	KCU05 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2005-08	BBG	KCU05 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2005-09	BBG	KCZ05 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2005-10	BBG	KCZ05 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2005-11	BBG	KCZ05 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2005-12	BBG	KCH06 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2006-01	BBG	KCH06 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2006-02	BBG	KCH06 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2006-03	BBG	KCK06 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2006-04	BBG	KCK06 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2006-05	BBG	KCN06 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2006-06	BBG	KCN06 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2006-07	BBG	KCU06 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2006-08	BBG	KCU06 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2006-09	BBG	KCZ06 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2006-10	BBG	KCZ06 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2006-11	BBG	KCZ06 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2006-12	BBG	KCH07 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2007-01	BBG	KCH07 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2007-02	BBG	KCH07 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2007-03	BBG	KCK07 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2007-04	BBG	KCK07 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2007-05	BBG	KCN07 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2007-06	BBG	KCN07 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2007-07	BBG	KCU07 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2007-08	BBG	KCU07 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2007-09	BBG	KCZ07 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2007-10	BBG	KCZ07 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2007-11	BBG	KCZ07 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2007-12	BBG	KCH08 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2008-01	BBG	KCH08 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2008-02	BBG	KCH08 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2008-03	BBG	KCK08 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2008-04	BBG	KCK08 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2008-05	BBG	KCN08 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2008-06	BBG	KCN08 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2008-07	BBG	KCU08 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2008-08	BBG	KCU08 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2008-09	BBG	KCZ08 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2008-10	BBG	KCZ08 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2008-11	BBG	KCZ08 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2008-12	BBG	KCH09 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2009-01	BBG	KCH09 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2009-02	BBG	KCH09 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2009-03	BBG	KCK09 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2009-04	BBG	KCK09 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2009-05	BBG	KCN09 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2009-06	BBG	KCN09 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2009-07	BBG	KCU09 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2009-08	BBG	KCU09 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2009-09	BBG	KCZ09 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2009-10	BBG	KCZ09 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2009-11	BBG	KCZ09 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2009-12	BBG	KCH10 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2010-01	BBG	KCH10 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2010-02	BBG	KCH10 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2010-03	BBG	KCK10 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2010-04	BBG	KCK10 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2010-05	BBG	KCN10 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2010-06	BBG	KCN10 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2010-07	BBG	KCU10 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2010-08	BBG	KCU10 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2010-09	BBG	KCZ10 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2010-10	BBG	KCZ10 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2010-11	BBG	KCZ10 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2010-12	BBG	KCH11 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2011-01	BBG	KCH11 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2011-02	BBG	KCH11 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2011-03	BBG	KCK11 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2011-04	BBG	KCK11 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2011-05	BBG	KCN11 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2011-06	BBG	KCN11 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2011-07	BBG	KCU11 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2011-08	BBG	KCU11 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2011-09	BBG	KCZ11 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2011-10	BBG	KCZ11 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2011-11	BBG	KCZ11 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2011-12	BBG	KCH12 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2012-01	BBG	KCH12 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2012-02	BBG	KCH12 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2012-03	BBG	KCK12 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2012-04	BBG	KCK12 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2012-05	BBG	KCN12 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2012-06	BBG	KCN12 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2012-07	BBG	KCU12 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2012-08	BBG	KCU12 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2012-09	BBG	KCZ12 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2012-10	BBG	KCZ12 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2012-11	BBG	KCZ12 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2012-12	BBG	KCH13 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2013-01	BBG	KCH13 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2013-02	BBG	KCH13 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2013-03	BBG	KCK13 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2013-04	BBG	KCK13 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2013-05	BBG	KCN13 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2013-06	BBG	KCN13 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2013-07	BBG	KCU13 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2013-08	BBG	KCU13 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2013-09	BBG	KCZ13 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2013-10	BBG	KCZ13 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2013-11	BBG	KCZ13 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2013-12	BBG	KCH14 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2014-01	BBG	KCH14 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2014-02	BBG	KCH14 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2014-03	BBG	KCK14 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2014-04	BBG	KCK14 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2014-05	BBG	KCN14 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2014-06	BBG	KCN14 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2014-07	BBG	KCU14 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2014-08	BBG	KCU14 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2014-09	BBG	KCZ14 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2014-10	BBG	KCZ14 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2014-11	BBG	KCZ14 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2014-12	BBG	KCH15 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2015-01	BBG	KCH15 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2015-02	BBG	KCH15 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2015-03	BBG	KCK15 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2015-04	BBG	KCK15 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2015-05	BBG	KCN15 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2015-06	BBG	KCN15 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2015-07	BBG	KCU15 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2015-08	BBG	KCU15 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2015-09	BBG	KCZ15 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2015-10	BBG	KCZ15 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2015-11	BBG	KCZ15 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2015-12	BBG	KCH16 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2016-01	BBG	KCH16 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2016-02	BBG	KCH16 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2016-03	BBG	KCK16 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2016-04	BBG	KCK16 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2016-05	BBG	KCN16 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2016-06	BBG	KCN16 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2016-07	BBG	KCU16 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2016-08	BBG	KCU16 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2016-09	BBG	KCZ16 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2016-10	BBG	KCZ16 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2016-11	BBG	KCZ16 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2016-12	BBG	KCH17 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2017-01	BBG	KCH17 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2017-02	BBG	KCH17 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2017-03	BBG	KCK17 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2017-04	BBG	KCK17 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2017-05	BBG	KCN17 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2017-06	BBG	KCN17 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2017-07	BBG	KCU17 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2017-08	BBG	KCU17 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2017-09	BBG	KCZ17 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2017-10	BBG	KCZ17 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2017-11	BBG	KCZ17 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2017-12	BBG	KCH18 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2018-01	BBG	KCH18 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2018-02	BBG	KCH18 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2018-03	BBG	KCK18 Comdty	PX_LAST
KC Comdty	Commodity	Hedge	hedgeX2018-04	BBG	KCK18 Comdty	PX_LAST
